,Unnamed: 0.1,Unnamed: 0,EcoPortCode,ScientificName,AUTH,FAMNAME,SYNO,COMNAME,LIFO,HABI,LISPA,PHYS,CAT,PLAT,TOPMN,TOPMX,TMIN,TMAX,ROPMN,ROPMX,RMIN,RMAX,PHOPMN,PHOPMX,PHMIN,PHMAX,LATOPMN,LATOPMX,LATMN,LATMX,ALTMX,LIOPMN,LIOPMX,LIMN,LIMX,DEP,DEPR,TEXT,TEXTR,FER,FERR,TOX,TOXR,SAL,SALR,DRA,DRAR,KTMPR,KTMP,PHOTO,CLIZ,ABITOL,ABISUS,INTRI,PROSY,GMIN,GMAX,Genus,Species,Variety,PFAF_URL,USDA_HARDINESS_ZONE,USDA_HARDINESS_ZONE_MIN,USDA_HARDINESS_ZONE_MAX
1767,1767,1767,9042,Pterocarpus dalbergioides,,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"evergreen, semi evergreen, single stem","vegetables, materials, medicinals & aromatic, forest/wood",,22.0,32.0,15.0,37.0,3000.0,3500.0,2500.0,4000.0,5.5,6.5,5.0,7.5,5.0,,15.0,20.0,100.0,very bright,clear skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",high,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,270.0,300.0,Pterocarpus,dalbergioides,,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus+dalbergioides,10-12,10,12
1768,1768,1768,9043,Pterocarpus erinaceus,Poiret,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,"shrub, tree",erect,perennial,"deciduous, single stem","forage/pasture, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental",,22.0,32.0,15.0,36.0,800.0,1600.0,600.0,4000.0,5.0,5.5,4.5,6.5,,,20.0,20.0,600.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),medium,"heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,240.0,270.0,Pterocarpus,erinaceus,,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus+erinaceus,10-12,10,12
1769,1769,1769,9044,Pterocarpus lucens,Lepr. ex Guill. & Perr.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,"shrub, tree",erect,perennial,"deciduous, single stem, multi stem","forage/pasture, vegetables, medicinals & aromatic",,15.0,32.0,12.0,40.0,400.0,700.0,250.0,900.0,5.5,7.0,5.0,7.5,5.0,,20.0,30.0,3000.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),light,light,moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,,"tropical wet & dry (Aw), desert or arid (Bw), steppe or semiarid (Bs)",,,,,365.0,365.0,Pterocarpus,lucens,,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus+lucens,,,
1770,1770,1770,9045,Pterocarpus macrocarpus,Ku.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"deciduous, single stem",forest/wood,,24.0,34.0,8.0,44.0,1500.0,2500.0,875.0,5000.0,5.5,6.5,5.0,7.5,10.0,10.0,30.0,30.0,850.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),medium,"medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,270.0,300.0,Pterocarpus,macrocarpus,,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus+macrocarpus,,,
1771,1771,1771,9046,Pterocarpus marsupium,Roxb.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"deciduous, single stem","materials, forest/wood",,22.0,32.0,4.0,47.0,1000.0,1500.0,750.0,2000.0,6.0,7.0,5.5,7.5,10.0,10.0,25.0,25.0,1200.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),shallow (20-50 cm),"medium, light","medium, light",low,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",,,short day (<12 hours),tropical wet & dry (Aw),,,,,270.0,300.0,Pterocarpus,marsupium,,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus+marsupium,,,
1772,1772,1772,9048,Pterocarpus santalinoides,L'Hérit. ex DC,Leguminosae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Pterocarpus,santalinoides,,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus+santalinoides,,,
1773,1773,1773,9049,Pterocarpus santalinus,L. f.,Magnoliopsida:Rosidae:Fabales:Leguminosae,,,tree,erect,perennial,"deciduous, single stem","materials, medicinals & aromatic",,26.0,32.0,7.0,46.0,1000.0,1900.0,875.0,2800.0,5.0,5.5,4.5,6.5,5.0,5.0,20.0,20.0,1000.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",low,low,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-1.0,-1.0,short day (<12 hours),tropical wet & dry (Aw),,,,,240.0,270.0,Pterocarpus,santalinus,,https://pfaf.org/user/Plant.aspx?LatinName=Pterocarpus+santalinus,,,
1774,1774,1774,9065,Puccinellia tenuiflora,(S.),Liliopsida:Commelinidae:Cyperales:Gramineae,,,grass,erect,perennial,multi stem,forage/pasture,,16.0,26.0,6.0,35.0,300.0,500.0,250.0,600.0,7.0,8.0,6.5,8.5,35.0,35.0,50.0,50.0,2000.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),medium,medium,high,moderate,,,low (<4 dS/m),high (>10 dS/m)),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-20.0,-5.0,long day (>14 hours),"steppe or semiarid (Bs), temperate continental (Dc)",flooding,,,,120.0,180.0,Puccinellia,tenuiflora,,https://pfaf.org/user/Plant.aspx?LatinName=Puccinellia+tenuiflora,,,
1775,1775,1775,9068,Pulmonaria officinalis,Michaux,Magnoliopsida:Asteridae:Lamiales:Boraginaceae,,"common lungwort, lungwort, spotted dog, blue lungwort, Joseph-and-Mary, lungeurt, erva dos bofes, pulmonaria, Lungenkraut, pulmonary, Pulmonariae folium, Pulmonairae herba",herb,erect,perennial,multi stem,medicinals & aromatic,harvested from wild,,,,,,,,,,,,,45.0,42.0,55.0,58.0,,,,,,,,,,,,,,,,,,,,,"subtropical dry summer (Cs), temperate oceanic (Do)",,,,,0.0,0.0,Pulmonaria,officinalis,,https://pfaf.org/user/Plant.aspx?LatinName=Pulmonaria+officinalis,6-9,6,9
1776,1776,1776,9086,Pyrus pyrifolia,(Burm. f.) Nakai,Magnoliopsida:Rosidae:Rosales:Rosaceae,,"Chinese pear, Japanese pear, Asian pear, Oriental pear, sand pear, Japanese sand pear, pera chinesa, peral de las arenas, nashi",tree,erect,perennial,"deciduous, single stem",forest/wood,grown on large scale,17.0,25.0,7.0,40.0,600.0,900.0,400.0,2100.0,5.5,6.5,5.0,7.0,30.0,,45.0,,,very bright,very bright,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),light,"medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-35.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,150.0,180.0,Pyrus,pyrifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Pyrus+pyrifolia,5-9,5,9
1777,1777,1777,9096,Quercus agrifolia,Nee,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,"California live oak, Coast live oak, Encina, sobreiro da California",tree,erect,perennial,"evergreen, single stem","fruits & nuts, materials, ornamentals/turf, forest/wood, environmental",,10.0,30.0,5.0,35.0,500.0,1000.0,300.0,1500.0,5.5,6.5,5.0,7.0,32.0,30.0,40.0,42.0,1700.0,cloudy skies,very bright,light shade,very bright,deep (>>150 cm),medium (50-150 cm),"medium, organic","heavy, medium, light, wide, organic",high,moderate,low (6-15% of CEC),low (6-15% of CEC),,,well (dry spells),well (dry spells),,,,"steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,,0.0,0.0,Quercus,agrifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+agrifolia,8-11,8,11
1778,1778,1778,9097,Quercus alba,L.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,"white oak, Quebec oak, stave oak, chene blanc, chene du Quebec, carvalho branco",tree,erect,perennial,"deciduous, single stem","forage/pasture, fruits & nuts, materials, ornamentals/turf, forest/wood, environmental",grown on small scale,12.0,28.0,7.0,32.0,900.0,1300.0,750.0,2000.0,5.5,7.0,5.0,8.0,32.0,30.0,43.0,45.0,1800.0,clear skies,very bright,cloudy skies,very bright,deep (>>150 cm),medium (50-150 cm),medium,"heavy, medium, light, wide",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,,"subtropical humid (Cf), temperate oceanic (Do), temperate continental (Dc)",,"drought, flooding",,,150.0,270.0,Quercus,alba,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+alba,3-9,3,9
1779,1779,1779,9098,Quercus bicolor,Willd.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,"swamp white oak, basket oak, rock oak, viminaria",tree,erect,perennial,"deciduous, single stem","forage/pasture, forest/wood, environmental",,15.0,28.0,10.0,40.0,750.0,1200.0,650.0,1300.0,6.5,7.5,6.0,8.0,35.0,33.0,40.0,42.0,1400.0,cloudy skies,clear skies,light shade,very bright,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light, wide, organic","heavy, medium, light, wide, organic",high,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-34.0,-1.0,,"temperate oceanic (Do), temperate continental (Dc)",flooding,,,,120.0,210.0,Quercus,bicolor,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+bicolor,4-8,4,8
1780,1780,1780,9107,Quercus dilatata,Lindl.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,,tree,erect,perennial,"evergreen, single stem",forest/wood,,15.0,25.0,2.0,32.0,1500.0,2000.0,1100.0,2400.0,5.0,6.0,4.5,7.0,30.0,30.0,40.0,40.0,3000.0,very bright,light shade,very bright,heavy shade,deep (>>150 cm),medium (50-150 cm),"heavy, medium, light","heavy, medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-8.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), temperate continental (Dc)",,,,,150.0,240.0,Quercus,dilatata,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+dilatata,,,
1781,1781,1781,9114,Quercus ilex,L.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,"holly oak, holm oak, holm, evergreen oak, chene vert, leccio, Steineiche, azinheira, azinho","shrub, tree",erect,perennial,"evergreen, single stem, multi stem","forest/wood, environmental",,14.0,32.0,4.0,36.0,450.0,700.0,375.0,750.0,6.0,7.0,5.5,7.5,,,,,3000.0,very bright,cloudy skies,very bright,light shade,medium (50-150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",low,low,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-5.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do)",,,,,120.0,180.0,Quercus,ilex,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+ilex,7-10,7,10
1782,1782,1782,9118,Quercus incana,Roxb.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,"blue jack oak, sand jack oak, high-ground willow oak, upland willow oak",tree,erect,perennial,"evergreen, single stem",forest/wood,,15.0,25.0,2.0,38.0,1500.0,2500.0,1000.0,3000.0,5.0,6.0,4.5,7.0,25.0,25.0,40.0,40.0,2700.0,very bright,light shade,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"medium, light","heavy, medium, light, wide",high,low,,,low (<4 dS/m),low (<4 dS/m),"poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-7.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), temperate continental (Dc)",,,,,160.0,240.0,Quercus,incana,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+incana,,,
1783,1783,1783,9121,Quercus lamellosa,Smith,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,,tree,erect,perennial,"evergreen, single stem",forest/wood,,15.0,25.0,4.0,32.0,3000.0,4000.0,2500.0,4500.0,5.5,6.5,5.0,7.5,20.0,20.0,30.0,30.0,3000.0,very bright,light shade,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-5.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,fire,,,150.0,180.0,Quercus,lamellosa,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+lamellosa,7-10,7,10
1784,1784,1784,9122,Quercus lanuginosa,Don.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,,tree,erect,perennial,"evergreen, single stem",forest/wood,,15.0,25.0,2.0,32.0,2000.0,2500.0,1500.0,3000.0,5.5,6.5,5.0,7.5,25.0,25.0,35.0,35.0,2600.0,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),shallow (20-50 cm),medium,"heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"well (dry spells), excessive (dry/moderately dry)",-7.0,0.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), subtropical dry summer (Cs)",,,,,150.0,180.0,Quercus,lanuginosa,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+lanuginosa,,,
1785,1785,1785,9123,Quercus lineata,Blume,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,,tree,erect,perennial,"evergreen, single stem","forest/wood, environmental",,15.0,25.0,4.0,32.0,3000.0,4000.0,2500.0,4500.0,7.0,7.5,6.0,8.5,,,20.0,27.0,3000.0,very bright,light shade,very bright,light shade,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-5.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet (Ar), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)",,,,,150.0,180.0,Quercus,lineata,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+lineata,Coming soon,,
1786,1786,1786,9138,Quercus robur,L.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,"oak, German oak, English oak, Robur oak, Austrian oak, pedunculate oak, truffle oak, Slavonian oak, chene, chene pedoncule', Eiche, Deutsche Eiche, Stieleiche, Traubeneiche, Sommereiche, quercia, farnia, stilk eg, carvalho roble, carvalho comum, carvalho alvarinho, roble comun, Quercus cortex, Quercus folium",tree,erect,perennial,"deciduous, single stem","ornamentals/turf, medicinals & aromatic, forest/wood","grown on large scale, harvested from wild",10.0,18.0,5.0,41.0,600.0,950.0,350.0,1000.0,,,4.5,7.5,45.0,38.0,60.0,65.0,1500.0,cloudy skies,very bright,light shade,very bright,deep (>>150 cm),deep (>>150 cm),"heavy, medium, organic","heavy, medium, light, wide, organic",high,moderate,,,low (<4 dS/m),medium (4-10 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells)",-50.0,-1.0,,"subtropical dry summer (Cs), temperate oceanic (Do)",,drought,,,0.0,0.0,Quercus,robur,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+robur,4-8,4,8
1787,1787,1787,9140,Quercus semecarpifolia,Smi.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,,tree,erect,perennial,"evergreen, single stem","materials, forest/wood",,12.0,22.0,2.0,30.0,800.0,2000.0,500.0,2500.0,5.5,6.5,5.0,7.5,25.0,25.0,35.0,35.0,4000.0,very bright,very bright,very bright,clear skies,deep (>>150 cm),shallow (20-50 cm),"medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),"poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-10.0,-1.0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), temperate continental (Dc)",,,,,120.0,150.0,Quercus,semecarpifolia,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+semecarpifolia,7-10,7,10
1788,1788,1788,9143,Quercus suber,L.,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,"cork oak, mast tree, chene liege, sobreiro, alcornoque",tree,erect,perennial,"evergreen, single stem",forest/wood,grown on large scale,14.0,32.0,5.0,42.0,600.0,1000.0,310.0,2000.0,5.5,7.0,4.5,8.2,30.0,30.0,50.0,50.0,1500.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),medium (50-150 cm),"medium, light","heavy, medium, light",moderate,low,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-5.0,0.0,short day (<12 hours),"steppe or semiarid (Bs), subtropical dry summer (Cs)",,,,large scale/commercial,365.0,365.0,Quercus,suber,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+suber,7-10,7,10
1789,1789,1789,9146,Quercus virginiana,Miller,Magnoliopsida:Hamamelidae:Fagales:Fagaceae,,"live oak, chene de Virginie, carvalho da Virginia, roble de Virginia",tree,erect,perennial,multi stem,forest/wood,,18.0,32.0,7.0,38.0,1200.0,1800.0,900.0,2400.0,6.0,7.0,5.5,7.5,5.0,5.0,15.0,15.0,500.0,very bright,very bright,very bright,clear skies,medium (50-150 cm),shallow (20-50 cm),light,"medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),"well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf)",,,,,150.0,210.0,Quercus,virginiana,,https://pfaf.org/user/Plant.aspx?LatinName=Quercus+virginiana,6-9,6,9
1790,1790,1790,9149,Quisqualis indica,L.,Magnoliopsida:Rosidae:Myrtales:Combretaceae,,"Burma creeper, Chinese honeysuckle, Rangoon creeper, dong preah phnom, vor romiet nhi, udani, bidani, cekluk, dok ung, khua hung, sa mang, akar dani, selimpas, niyog-niyogan, balitadham, tartaraok, cha mang, thai mong, lep mue nang, sur quan, qua giun, day giun, quar nac, mac giaogiun, may lang curong",vine,climber/scrambler/scadent,perennial,,"ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",,,,,,,,,,,,,,,,,,,,,,,,"heavy, medium","heavy, medium",,,,,,,well (dry spells),well (dry spells),,,,,,,,home garden,0.0,0.0,Quisqualis,indica,,https://pfaf.org/user/Plant.aspx?LatinName=Quisqualis+indica,,,
1791,1791,1791,9168,Raphanus caudatus,L.,Magnoliopsida:Dilleniidae:Capparales:Cruciferae,,rat-tailed radish,herb,erect,annual,single stem,vegetables,grown on small scale,12.0,26.0,10.0,37.0,1000.0,1500.0,800.0,2500.0,6.0,6.5,5.0,7.5,,,,,,very bright,clear skies,very bright,cloudy skies,deep (>>150 cm),medium (50-150 cm),"medium, light","medium, light",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar)",,,,,90.0,215.0,Raphanus,caudatus,,https://pfaf.org/user/Plant.aspx?LatinName=Raphanus+caudatus,,,
1792,1792,1792,9175,Raphia hookeri,Mann. & Wendl,Liliopsida:Arecidae:Arecales:Palmae,,,tree,erect,perennial,evergreen,"materials, forest/wood",,24.0,30.0,14.0,36.0,3000.0,4000.0,2000.0,5000.0,5.0,6.0,4.5,6.5,,,8.0,8.0,200.0,very bright,clear skies,very bright,cloudy skies,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, light","heavy, medium, light",moderate,moderate,,,low (<4 dS/m),low (<4 dS/m),poorly (saturated >50% of year),poorly (saturated >50% of year),,,short day (<12 hours),tropical wet (Ar),flooding,,,,365.0,365.0,Raphia,hookeri,,https://pfaf.org/user/Plant.aspx?LatinName=Raphia+hookeri,10-12,10,12
1793,1793,1793,9185,Rauvolfia serpentina,(L.) Benth. ex Kurz,Magnoliopsida:Asteridae:Gentianales:Apocynaceae,,,herb,,perennial,,"vegetables, environmental",,22.0,30.0,4.0,35.0,1500.0,3500.0,1100.0,4500.0,5.5,7.0,5.0,7.5,,,10.0,10.0,1000.0,cloudy skies,light shade,very bright,light shade,deep (>>150 cm),medium (50-150 cm),medium,medium,high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),,,short day (<12 hours),"tropical wet & dry (Aw), tropical wet (Ar)",,,,,240.0,365.0,Rauvolfia,serpentina,,https://pfaf.org/user/Plant.aspx?LatinName=Rauvolfia+serpentina,10-12,10,12
1794,1794,1794,9213,Rhamnus prinoides,L'Her,Magnoliopsida:Rosidae:Rhamnales:Rhamnaceae,,"dogwood, blinkblaar","shrub, tree",erect,perennial,"evergreen, single stem, multi stem","fruits & nuts, ornamentals/turf, medicinals & aromatic, environmental",,14.0,22.0,8.0,32.0,600.0,1000.0,500.0,1200.0,5.5,6.5,5.0,7.0,,,20.0,27.0,2000.0,clear skies,very bright,light shade,very bright,medium (50-150 cm),shallow (20-50 cm),"heavy, medium, organic","heavy, medium, light, wide, organic",high,moderate,,,low (<4 dS/m),low (<4 dS/m),well (dry spells),well (dry spells),-15.0,-5.0,,"tropical wet & dry (Aw), subtropical dry summer (Cs)",,,,,365.0,365.0,Rhamnus,prinoides,,https://pfaf.org/user/Plant.aspx?LatinName=Rhamnus+prinoides,,,
